id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
68149,ford,Ford Focus,silver,12/2018,2018,17250,92,125,Manual,Petrol,"4,8 l/100 km",114 g/km,60800.0,Turnier COOL & CONNECT NAVI WinterPaket CAM PDC
11876,audi,Audi A3,red,06/2016,2016,19200,81,110,Automatic,Diesel,"3,9 l/100 km",- (g/km),142100.0,A3 1.6 TDI Limousine (clean diesel) S tronic Ambit
79235,hyundai,Hyundai i30,grey,07/2017,2017,18660,103,140,Automatic,Petrol,"5,5 l/100 km",125 g/km,44000.0,1.4 DCT Premium / Leder
49958,dacia,Dacia Spring,blue,03/2022,2022,13900,33,45,Automatic,Electric,,230 km Reichweite,12000.0,Spring Comfort Plus
90175,kia,Kia Sorento,grey,09/2019,2019,35900,147,200,Automatic,Diesel,"6,2 l/100 km",163 g/km,41149.0,Platinum Edition 4WD
52873,fiat,Fiat,white,03/2009,2009,16990,88,120,Manual,Diesel,,-/-,99735.0,Ducato*3 Seitenkipper*Hydraulik am Heck*AHK*
60505,ford,Ford Mustang,red,06/2012,2012,17490,224,305,Automatic,Petrol,,- (g/km),162668.0,Cabrio 3.7/CarFax/Xenon/Tempomat/LED
44476,citroen,Citroen Berlingo,white,04/2015,2015,9490,55,75,Manual,Diesel,"5,2 l/100 km",138 g/km,77000.0,Kasten 1.6 HDI *Klima*AHK*MwSt-ausw.*
96281,land-rover,Land Rover Range Rover Velar,grey,04/2021,2021,81900,221,300,Automatic,Diesel,"6,6 l/100 km",173 g/km,29500.0,D300 R-Dynamic SE Black Pack
24746,bmw,BMW Z4,grey,07/2004,2004,8100,170,231,Manual,LPG,,- (g/km),381000.0,e85 3.0 231PS Prins Lpg Gepflegter Zustand HU/24
60599,ford,Ford C-Max,black,08/2012,2012,6800,85,116,Manual,Diesel,"4,4 l/100 km",- (g/km),300000.0,C-MAX 1.6 TDCi Start-Stop-System Champions Edition
42862,bmw,BMW M4,yellow,03/2023,2023,106890,375,510,Automatic,Petrol,"10,2 l/100 km",233 g/km,5999.0,Cabrio Competition M xDrive M  Performance Parts U
59892,ford,Ford Ka/Ka+,white,04/2010,2010,3700,51,69,Manual,Petrol,"5,1 l/100 km",121 g/km,120000.0,"1,2 Titanium Klima WR+SR TÜV 06/2025"
59915,ford,Ford Transit,white,11/2010,2010,7850,63,86,Manual,Diesel,"7,5 l/100 km",199 g/km,203000.0,2.2 TDCI KOMBI FT 280  *KLIMA+9-SITZER*
12792,audi,Audi A6,white,01/2016,2016,15990,140,190,Manual,Diesel,"4,6 l/100 km",119 g/km,179504.0,Avant 2.0 TDI ultra AHK Head Up Standheizung
2630,audi,Audi A6,grey,09/2005,2005,6500,130,177,Automatic,Petrol,"9,6 l/100 km",- (g/km),170000.0,2.4 multitronic
31952,bmw,BMW 218,blue,10/2014,2014,11850,100,136,Manual,Petrol,"5,3 l/100 km",126 g/km,115500.0,Alu ECO-PRO Euro-6 Klimaautoma
94781,land-rover,Land Rover Discovery Sport,grey,11/2018,2018,27999,132,179,Automatic,Diesel,"5,3 l/100 km",139 g/km,75000.0,*SE*AWD*Bi-XENON*LEDER*KAMERA+2Hd
3668,audi,Audi A4,grey,06/2008,2008,4850,118,160,Manual,Petrol,"7,2 l/100 km",172 g/km,241236.0,Avant Attraction
81488,hyundai,Hyundai IONIQ,beige,03/2020,2020,20600,77,105,Automatic,Hybrid,"4,2 l/100 km",- (g/km),22300.0,IONIQ Hybrid 1.6 GDI Premium
58017,ford,Ford Focus,silver,09/2004,2004,350,85,116,Manual,Petrol,"7,6 l/100 km",181 g/km,194000.0,TDI Aut. Ghia
90728,kia,Kia Ceed / cee'd,white,02/2019,2019,17739,103,140,Manual,Petrol,"5,6 l/100 km",128 g/km,60471.0,1.4T VIS NAV KOMF 5D
46869,citroen,Citroen C4,blue,05/2022,2022,23910,114,155,Automatic,Petrol,,0 g/km,19172.0,SHINE 155PS Stop&Start EAT8 Navi Keyless SHZ
41238,bmw,BMW 218,blue,12/2021,2021,34990,100,136,Automatic,Petrol,"6,2 l/100 km",0 g/km,11642.0,i M Sportpaket*19 Zoll Individual*Harman Kardon*
72363,ford,Ford Focus,white,04/2020,2020,24890,134,182,Automatic,Petrol,"5,7 l/100 km",131 g/km,31217.0,1.5EcoBoost Titanium SYNC3|B&O|Navi
98429,mazda,Mazda CX-5,white,11/2015,2015,16000,129,175,Automatic,Diesel,"5,5 l/100 km",144 g/km,14000.0,2.2 SKYACTIV-D AWD Aut. Sports-Line
46968,citroen,Citroen C3 Aircross,grey,09/2022,2022,24490,96,131,Automatic,Petrol,5 l/100 km,114 g/km,5.0,PT 130 C-Series ACC SpurH LM KlimaA
25273,bmw,BMW 318,black,05/2005,2005,5999,105,143,Manual,Petrol,"7,6 l/100 km",185 g/km,126779.0,Baureihe 3 Touring 318i Edition Sport  M-Pak
24989,bmw,BMW 325,silver,01/2004,2004,7990,141,192,Manual,Petrol,9 l/100 km,- (g/km),255000.0,Ci
70192,ford,Ford Focus,silver,06/2019,2019,19980,110,150,Manual,Petrol,"5,3 l/100 km",121 g/km,39111.0,Active Navi DAB RFK Winter-P.
31365,bmw,BMW 118,black,01/2013,2013,13900,105,143,Manual,Petrol,"6,5 l/100 km",- (g/km),92000.0,118i Cabrio
62583,ford,Ford Ranger,blue,07/2015,2015,16900,110,150,Manual,Diesel,"8,3 l/100 km",220 g/km,103784.0,Extrakabine 4x4 Limited
23662,bmw,BMW Z3,black,03/1999,1999,23750,142,193,Manual,Petrol,"9,4 l/100 km",225 g/km,138000.0,Coupé 2.8/Deutsch/1.Hand/Scheckheft/M-Lenkrad
79710,hyundai,Hyundai i30,blue,06/2018,2018,18990,103,140,Manual,Petrol,"5,4 l/100 km",134 g/km,50711.0,Fastback 1.4 T-GDI Style LED Navi Kamera
73616,ford,Ford Kuga,silver,07/2021,2021,32980,110,150,Manual,Petrol,"5,5 l/100 km",125 g/km,31367.0,ST-Line X*150PS*AHK*Panorama
36897,bmw,BMW X3,silver,01/2017,2017,33444,225,306,Automatic,Petrol,"8,3 l/100 km",193 g/km,78511.0,xDrive35i xLine*Head-up*Keyless go*360*Kamera
10927,audi,Audi A5,silver,09/2015,2015,25900,140,190,Automatic,Diesel,"4,5 l/100 km",- (g/km),140000.0,"S-Line, Alcantara, B&O, V8 Sound, Rs Heck, Webasto"
22456,audi,Audi Q8,black,06/2023,2023,86490,250,340,Automatic,Electric,,0 g/km,6666.0,advanced 50 e-tron quattro 250 k UVP 107.915EUR
75487,ford,Ford Bronco,black,05/2023,2023,49990,186,253,Automatic,Petrol,10 l/100 km,239 g/km,100.0,Sport Badlands 4x4 Navi Kamera Panorama
58184,ford,Ford Fiesta,silver,09/2005,2005,800,44,60,Manual,Petrol,"6,5 l/100 km",154 g/km,264000.0,Viva X
22450,audi,Audi A4 allroad,black,02/2023,2023,47950,195,265,Automatic,Petrol,"7,2 l/100 km",165 g/km,85.0,qu 45 TFSI*LED*MMI PLUS*NEU*SOFORT*
26124,bmw,BMW 330,grey,09/2007,2007,7650,170,231,Automatic,Diesel,8 l/100 km,213 g/km,280000.0,d xDrive Coupe|Autom.|TÜV 04/25|Bi-Xenon
58047,ford,Ford Fusion,blue,01/2005,2005,2499,59,80,Manual,Petrol,6 l/100 km,- (g/km),141000.0,Fun+1.Hand+Klima+32.200KM+ Sehr gepflegt
32432,bmw,BMW X3,black,07/2014,2014,19999,225,306,Automatic,Petrol,"8,8 l/100 km",209 g/km,87169.0,xD 35i SPORT L NAVI PRO XENON LEDER PANORAMA*
39617,bmw,BMW 320,silver,03/2019,2019,34398,140,190,Automatic,Diesel,"4,5 l/100 km",117 g/km,88356.0,d xDrive Limousine Luxury Line Navi LED Leder
4147,audi,Audi A3,grey,03/2009,2009,4500,75,102,Manual,Petrol,"6,8 l/100 km",- (g/km),149176.0,1.6 Ambition
11195,audi,Audi A5,white,01/2015,2015,25790,180,245,Automatic,Diesel,,0 g/km,79998.0,Sb 3.0 TDI qu. S-Line/NAVI/XENON/PDC/
43932,citroen,Citroen Berlingo,black,03/2011,2011,9890,72,98,Manual,Petrol,"7,1 l/100 km",168 g/km,98939.0,Multispace Silver Selection 1.6*Klima
90454,kia,Kia Sportage,black,02/2019,2019,22990,97,132,Manual,Petrol,"6,9 l/100 km",159 g/km,25465.0,1.6 Vision Komfort Assistenz Paket AHK
99973,mazda,Mazda 3,red,10/2019,2019,21990,90,122,Automatic,Petrol,"5,6 l/100 km",152 g/km,26706.0,"2.0 M Hybrid DES-P, Bose, iActive-P"
32836,bmw,BMW X4,silver,12/2014,2014,28300,230,313,Automatic,Diesel,,0 g/km,85000.0,xDrive35d Aut Klimaaut eSDach NAVI Euro6
29575,bmw,BMW X1,black,05/2011,2011,12980,130,177,Automatic,Diesel,,- (g/km),182000.0,Baureihe X1 xDrive 20d
17617,audi,Audi RS4,black,08/2019,2019,69450,331,450,Automatic,Petrol,"9,5 l/100 km",216 g/km,26690.0,RS4 Avant NAVI+ MATRIX VMAX RS-ABGA LM20
22705,audi,Audi Q5,white,03/2023,2023,67890,195,265,Automatic,Petrol,"8,9 l/100 km",203 g/km,3500.0,"45 TFSI 2x S line*M-RIDE*MATRIX*20"""
53796,fiat,Fiat Ducato,white,04/2016,2016,21999,110,150,Manual,Diesel,"5,9 l/100 km",- (g/km),92250.0,Ducato L1H1 S
86785,jeep,Jeep Compass,white,09/2020,2020,26500,103,140,Automatic,Diesel,"6,3 l/100 km",167 g/km,34000.0,Limited 4WD (MP)
1989,audi,Audi S3,silver,12/2001,2001,28999,165,224,Manual,Petrol,"9,2 l/100 km",218 g/km,79991.0,1.8 T quattro 1.HAND 79TKM TOP ZUSTAND XENON Leder
12538,audi,Audi A3,white,04/2016,2016,21650,110,150,Automatic,Petrol,"4,7 l/100 km",110 g/km,76800.0,1.4 TFSI cylinder on demand ultra Limousine Str Am
42589,bmw,BMW 540,white,06/2022,2022,62500,250,340,Automatic,Diesel,"5,4 l/100 km",143 g/km,2300.0,d xDrive Touring Laserlicht Komfortsitze
9487,audi,Audi A4,white,07/2014,2014,10499,125,170,Manual,Petrol,"6,1 l/100 km",145 g/km,173000.0,1.8 TFSI  Avant Attraction Pano AHK Navi
3669,audi,Audi A6,grey,10/2008,2008,7499,132,179,Manual,Diesel,"7,2 l/100 km",191 g/km,204000.0,Avant 2.7 TDI*SCHIEBEDACH*AHK*ALLWETTER*
21142,audi,Audi e-tron,red,06/2022,2022,59860,300,408,Automatic,Electric,,369 km Reichweite,9583.0,55 Q ADVANCED LM20 HuD AHK LEDE
88811,kia,Kia Niro,blue,08/2017,2017,18500,104,141,Automatic,Hybrid,"3,7 l/100 km",- (g/km),50500.0,Niro 1.6 GDI 2WD Aut. Spirit
35726,bmw,BMW 220,white,10/2016,2016,19966,141,192,Automatic,Petrol,"5,6 l/100 km",130 g/km,50607.0,"i A,Active Tourer,Sport Line,LEDScheinwerfer,Navi,"
49757,dacia,Dacia Duster,silver,07/2020,2020,16490,74,101,Manual,Petrol,"6,5 l/100 km",149 g/km,16000.0,II PRESTIGE  NAVI/PDC/Kamera/Klimaaut.
72015,ford,Ford Focus,silver,02/2020,2020,17905,92,125,Manual,Petrol,"5,5 l/100 km",143 g/km,23329.0,1.0 EcoBoost COOL&CONNECT LED*Navi
76761,honda,Honda Jazz,silver,05/2018,2018,15990,75,102,Manual,Petrol,,0 g/km,60245.0,"1,3i-VTEC Comfort"
30907,bmw,BMW X3,white,05/2012,2012,18299,190,258,Automatic,Diesel,6 l/100 km,- (g/km),242395.0,xDrive30d Aut.M-Paket (ATM)
2918,audi,Audi TT,grey,11/2006,2006,7100,147,200,Manual,Petrol,"7,7 l/100 km",183 g/km,248000.0,Coupe 2.0 TFSI
33339,bmw,BMW 420,grey,03/2015,2015,23490,140,190,Automatic,Diesel,"4,8 l/100 km",120 g/km,103350.0,"Gran Coupé xDrive M Sportpaket Xenon AHK 19"""
23673,bmw,BMW 328,black,12/1999,1999,10500,142,193,Automatic,Petrol,,- (g/km),183000.0,E36 CABRIO TÜV NEU
76382,ford,Ford Tourneo Custom,orange,05/2023,2023,47890,96,131,Manual,Diesel,"7,9 l/100 km",206 g/km,369.0,320 L1 Titanium *TAGESZULASSUNG SOFORT*BI-XENON+ST
81031,hyundai,Hyundai i30,black,10/2019,2019,25500,202,275,Manual,Petrol,"7,8 l/100 km",- (g/km),38000.0,"i30 2.0 T-GDI N (275PS) Performance, Carbonextras!"
36117,bmw,BMW 335,grey,03/2017,2017,26200,230,313,Automatic,Diesel,"5,6 l/100 km",148 g/km,141000.0,(94 Ah) Range Extender
30319,bmw,BMW 1er M Coupé,black,04/2012,2012,47980,250,340,Manual,Petrol,"9,6 l/100 km",224 g/km,98400.0,"Navi, ha/ka, BMW-Scheckheft, 1.Hand"
59575,ford,Ford C-Max,blue,05/2010,2010,6790,74,101,Manual,Petrol,"6,7 l/100 km",166 g/km,122000.0,1.6 Style+ Facelift Klimaaut. nur 122 TKm.
56026,fiat,Fiat Talento,white,03/2021,2021,23000,88,120,Manual,Diesel,,157 g/km,59000.0,"L2H1 1,2t SX Kasten (296)"
20684,audi,Audi A3,yellow,07/2022,2022,36490,110,150,Automatic,Petrol,"5,6 l/100 km",128 g/km,7600.0,Sportback 35 TFSI S line S tronic STH 3xKlima
93637,lamborghini,Lamborghini Huracan,red,04/2015,2015,194610,449,610,Automatic,Petrol,,- (g/km),47000.0,LP 610-4 Coupe
3724,audi,Audi A6,grey,09/2008,2008,4500,132,179,Automatic,Diesel,"6,5 l/100 km",- (g/km),340000.0,A6 Avant 2.7 TDI DPF multitronic
59304,ford,Ford Fiesta,red,06/2009,2009,4990,60,82,Manual,Petrol,"5,7 l/100 km",135 g/km,100000.0,Titanium 8RÄDER SITZ-HZ KLIMAAUTO.
41355,bmw,BMW iX,grey,12/2021,2021,69980,240,326,Manual,Electric,,372 km Reichweite,15109.0,xDrive40 Sportpaket B&W Surround DAB AHK
55083,fiat,Fiat 500C,white,12/2019,2019,14990,51,69,Manual,Petrol,"5,5 l/100 km",126 g/km,36350.0,Lounge 1.2 8V 51kW (69PS)
73741,ford,Ford Fiesta,white,06/2021,2021,18950,92,125,Automatic,Petrol,,104 g/km,56300.0,"1,0 Eco Titan X AUTO  TWA+LED+ACC+CAM"
40139,bmw,BMW X2,orange,06/2019,2019,27890,140,190,Automatic,Diesel,"4,8 l/100 km",126 g/km,90260.0,"xDrive20d M Sportpaket Navi+ HUD PA 19"" LED"
86075,jeep,Jeep Compass,black,01/2016,2016,15990,125,170,Automatic,Petrol,,- (g/km),85665.0,Limited 4x4*TÜV 12.2024*KAM*SCHIEBEDACH
26015,bmw,BMW 320,blue,05/2007,2007,9399,110,150,Manual,Petrol,"7,4 l/100 km",178 g/km,133000.0,i Lim. TEMPOMAT~KLIMAAUT.~PDC~
46885,citroen,Citroen Berlingo,blue,09/2022,2022,35499,100,136,Automatic,Electric,,0 g/km,2200.0,E-Berlingo Feel Pack M Klima PDC
97377,maserati,Maserati GranTurismo,white,06/2017,2017,89900,338,460,Automatic,Petrol,"15,5 l/100 km",360 g/km,43400.0,Sport F1
56526,fiat,Fiat Doblo,red,11/2022,2022,24436,88,120,Manual,Diesel,"5,8 l/100 km",151 g/km,10.0,SX Kombi 1.6 Mjet 120 Kam Klima Temp SHZ 88 kW ...
13156,audi,Audi Q3,blue,01/2017,2017,26415,110,150,Automatic,Diesel,"5,3 l/100 km",140 g/km,76918.0,2.0 TDI quatro S tronic design | NAVI | LED
32805,bmw,BMW 525,black,11/2014,2014,13490,160,218,Manual,Diesel,,0 g/km,194852.0,525d touring /NAVI-Prof./PANORAMA/XENON/
85850,jaguar,Jaguar F-Type,black,01/2023,2023,131900,423,575,Automatic,Petrol,"11,2 l/100 km",256 g/km,1001.0,"Cabriolet P575 AWD Aut. R 423 kW, 2-türig"
59551,ford,Ford C-Max,white,04/2009,2009,2300,80,109,Manual,Diesel,"4,5 l/100 km",119 g/km,215934.0,1.6 TDCi DPF Titanium
86505,jeep,Jeep Compass,black,03/2019,2019,22490,125,170,Automatic,Petrol,"6,9 l/100 km",160 g/km,65490.0,1.4 Limited 4x4 Automatic Kamera beats
80468,hyundai,Hyundai IONIQ,blue,07/2019,2019,23190,88,120,Automatic,Electric,,0 g/km,46500.0,Premium Elektro
71992,ford,Ford S-Max,silver,11/2020,2020,22490,140,190,Automatic,Diesel,"5,1 l/100 km",134 g/km,150000.0,VIGNALE 7-Sitzer 2.0D*Autom AHK ACC LED
69216,ford,Ford Fiesta,grey,04/2019,2019,17699,147,200,Manual,Petrol,6 l/100 km,- (g/km),62800.0,Fiesta 1.5 EcoBoost S
7156,audi,Audi Q5,white,01/2012,2012,15500,125,170,Manual,Diesel,"6,2 l/100 km",- (g/km),188500.0,Q5 2.0 TDI Quattro - Sline
24253,bmw,BMW 330,black,11/2002,2002,17900,170,231,Manual,Petrol,"9,6 l/100 km",- (g/km),165500.0,Ci Cabrio
26888,bmw,BMW 120,black,01/2008,2008,8899,125,170,Manual,Petrol,"6,4 l/100 km",152 g/km,161640.0,i Cabrio NAVI~XENON~LEDER~SHZ~PDC~
31652,bmw,BMW 525,silver,01/2013,2013,19900,160,218,Automatic,Diesel,"4,8 l/100 km",- (g/km),192000.0,525d Aut.
38161,bmw,BMW 320,silver,11/2018,2018,22450,140,190,Automatic,Diesel,"4,5 l/100 km",119 g/km,116195.0,Baureihe 3 Touring 320d xDrive Sport Line
19609,audi,Audi Q5,white,06/2020,2020,29690,140,190,Manual,Diesel,"5,8 l/100 km",153 g/km,152000.0,TDI quattro*LED*Panorama*Leder*Kamera*AHK*1H
92805,kia,Kia EV6,red,04/2023,2023,59790,239,325,Automatic,Electric,,0 g/km,10.0,77.4 KW AWD GT-Line Glasdach WP ASS Sound Design L
67644,ford,Ford Ranger,black,01/2018,2018,21499,118,160,Automatic,Diesel,"7,8 l/100 km",207 g/km,197600.0,Doppelkabine 4x4 Limited
59402,ford,Ford Focus,black,09/2009,2009,2550,80,109,Manual,Diesel,"4,5 l/100 km",- (g/km),265000.0,Focus Turnier 1.6 TDCi DPF Style+
99433,mazda,Mazda MX-5,white,01/2018,2018,24290,118,160,Manual,Petrol,"6,6 l/100 km",154 g/km,46900.0,Sports-Line/1.Hd/LED/Navi/Sitzh/Temp/Bose
37464,bmw,BMW i3,blue,11/2018,2018,26420,135,184,Automatic,Electric,,0 g/km,30900.0,"S 184PS WPUMPE+KEYLESS+KAMERA+NAVI+LED+20""ALU!"
83145,hyundai,Hyundai i30,white,07/2022,2022,20090,88,120,Manual,Petrol,"6,2 l/100 km",140 g/km,34026.0,Kombi 1.0 T-GDI Trend 48V LED Navi Kamer
17850,audi,Audi A4,silver,08/2019,2019,19640,110,150,Manual,Petrol,"5,7 l/100 km",129 g/km,31600.0,Avant 35 2.0TFSI sport Xenon Nav LM17 Qi
52772,fiat,Fiat Grande Punto,blue,07/2009,2009,2499,55,75,Manual,Diesel,"4,5 l/100 km",119 g/km,156600.0,1.3 Multijet 16V DPF Dynamic
65285,ford,Ford Kuga,grey,12/2017,2017,14700,88,120,Manual,Petrol,"6,3 l/100 km",145 g/km,74000.0,"Trend, Euro6,Klima, 1,5, 4xEFH, Sitzheizung"
19632,audi,Audi S6,white,02/2020,2020,55890,257,349,Automatic,Diesel,"6,5 l/100 km",171 g/km,92276.0,Avant 3.0TDI quattro Matrix Panorama B&O
29155,bmw,BMW X1,grey,02/2011,2011,7690,105,143,Manual,Diesel,"5,7 l/100 km",150 g/km,237500.0,xDrive 18d* Navi*BiXenon*Sitzheizung*PDC
23994,bmw,BMW 530,black,07/2001,2001,14999,171,232,Automatic,Petrol,,- (g/km),168288.0,Ci
45395,citroen,Citroen Grand C4 SpaceTourer,grey,09/2019,2019,16950,96,131,Automatic,Diesel,4 l/100 km,106 g/km,139000.0,1.5 BlueHDi Feel Automatik EU6d Navi Klima
88266,kia,Kia Sportage,grey,11/2015,2015,12399,99,135,Manual,Petrol,"6,4 l/100 km",149 g/km,169000.0,"1.6 GDI 2WD, Klimaautomatik. 1 Hand"
3521,audi,Audi A4,black,12/2007,2007,2990,103,140,Manual,Diesel,"6,1 l/100 km",162 g/km,220900.0,"Avant 2.0 TDI""S-Line Bi-Xenon""Navi""SHZG""PDC"
52072,ferrari,Ferrari 599,black,11/2006,2006,136500,456,620,Manual,Petrol,"21,3 l/100 km",490 g/km,36250.0,GTB Fiorano F1 Keramik Carbon
62539,ford,Ford Mondeo,blue,05/2015,2015,12890,110,150,Manual,Diesel,"4,2 l/100 km",109 g/km,103000.0,2.0 TDCI Lim. Trend NAVI/PDC/1.Hand
25332,bmw,BMW X5,black,11/2005,2005,10999,160,218,Automatic,Diesel,"9,4 l/100 km",250 g/km,173310.0,3.0d Automatik*Leder*Xenon*Navi Prof*Klimaau
14143,audi,Audi A4,black,05/2017,2017,20380,110,150,Automatic,Diesel,"4,4 l/100 km",115 g/km,105150.0,"Avant 2,0 TDI ""Sport""S-Tronic NAVI-PANO-LEDER"
97562,maserati,Maserati GranTurismo,grey,08/2020,2020,88900,338,460,Automatic,Petrol,"14,3 l/100 km",338 g/km,9485.0,Sport/MC *Sonderleasing*
70238,ford,Ford Galaxy,silver,06/2019,2019,25890,121,165,Manual,Petrol,"7,5 l/100 km",172 g/km,17600.0,"7Sitzer Nav 17""Parkpilotsystem Unfallfrei"
55209,fiat,Fiat,grey,07/2020,2020,29992,118,160,Manual,Diesel,,-/-,86500.0,Ducato Kasten 33 160 L2H1 RS: 3450 mm
33139,bmw,BMW 320,blue,07/2015,2015,11900,135,184,Automatic,Diesel,"4,8 l/100 km",127 g/km,254900.0,d Touring (F31)
83423,hyundai,Hyundai TUCSON,grey,04/2023,2023,31990,110,150,Manual,Petrol,"6,2 l/100 km",142 g/km,8.0,1.6 T-GDI LED AAC SHZ Kam VC
52068,ferrari,Ferrari F430,red,07/2006,2006,129890,360,489,Automatic,Petrol,"18,3 l/100 km",420 g/km,44377.0,Spider Scheckheftgepflegt  bei Ferrari
38620,bmw,BMW X2,gold,11/2018,2018,29280,141,192,Automatic,Petrol,"5,9 l/100 km",134 g/km,51055.0,sDrive20i M Sport X HuD/Lenkradhzg/RFK/HiFi/
76066,ford,Ford EcoSport,silver,03/2023,2023,24488,92,125,Manual,Petrol,"6,2 l/100 km",141 g/km,10.0,1.0 EcoBoost Active RFK/BLIS
1320,alfa-romeo,Alfa Romeo Tonale,blue,04/2023,2023,41288,118,160,Automatic,Petrol,"6,3 l/100 km",144 g/km,10.0,MHEV 160 DCT Edizione Speciale 20Z SHZ
83579,hyundai,Hyundai KONA,red,03/2023,2023,28550,88,120,Manual,Petrol,"5,2 l/100 km",119 g/km,3000.0,N-Line 48V-Hybrid Head Up Assistenz-Paket
10903,audi,Audi A6 allroad,silver,04/2015,2015,27900,200,272,Automatic,Diesel,,- (g/km),107000.0,A6 allroad quattro 3.0 TDI S tronic DPF
25240,bmw,BMW 525,black,10/2005,2005,4500,130,177,Manual,Diesel,"6,7 l/100 km",208 g/km,200000.0,525d
9934,audi,Audi S1,yellow,05/2015,2015,24390,170,231,Manual,Petrol,7 l/100 km,162 g/km,84000.0,"S1 2.0 TFSI quattro - Xenon, LED, MMI, Telefon"
25421,bmw,BMW X3,silver,05/2005,2005,4225,141,192,Manual,Petrol,"11,2 l/100 km",- (g/km),320000.0,2.5i
48988,dacia,Dacia Logan,white,02/2018,2018,10750,66,90,Manual,Petrol,"4,9 l/100 km",109 g/km,53000.0,MCV II Kombi Laureate
37100,bmw,BMW 240,white,09/2017,2017,19990,250,340,Automatic,Petrol,"7,8 l/100 km",178 g/km,86029.0,XDRIVE COUPE*MPERFORMANCE*KAMERA*NAVI*LED
64360,ford,Ford Mustang,black,02/2016,2016,37390,310,421,Manual,Petrol,"12,8 l/100 km",303 g/km,55410.0,5.0 Ti-VCT~GT~V8~CABRIO
76600,honda,Honda HR-V,silver,06/2017,2017,14890,96,131,Manual,Petrol,"5,6 l/100 km",130 g/km,96461.0,1.5 Comfort*LIM*ALU*SHZ*KLIMA*
76958,honda,Honda HR-V,blue,03/2020,2020,20950,96,131,Manual,Petrol,"5,7 l/100 km",130 g/km,48429.0,HR-V Elegance AHK Navi
84533,jaguar,Jaguar F-Type,black,11/2016,2016,42990,250,340,Automatic,Petrol,,- (g/km),52749.0,(Euro 6) 3.0 L V6
46963,citroen,Citroen C4,grey,09/2022,2022,31999,96,131,Automatic,Petrol,"4,8 l/100 km",110 g/km,10.0,Shine El. Panodach Apple CarPlay Android Auto HUD
16679,audi,Audi S6,blue,12/2019,2019,17980,257,349,Automatic,Diesel,"6,5 l/100 km",209 g/km,99145.0,3.0 TDI quattro *Matrix*Pano*B&O*DAB*
24380,bmw,BMW 318,blue,12/2003,2003,1990,85,116,Manual,Diesel,"5,6 l/100 km",148 g/km,490000.0,i  touring
5830,audi,Audi A3,black,05/2011,2011,8890,92,125,Manual,Petrol,"5,7 l/100 km",135 g/km,171718.0,1.4 TFSI Ambiente XENON+KLIMAAUTO SHZ PDC GRA
23888,bmw,BMW 328,silver,03/2000,2000,15950,142,193,Automatic,Petrol,"10,1 l/100 km",245 g/km,35079.0,"328i Xenon, PDC, Sitzheizung, 2.Hand, Leder"
53749,fiat,Fiat 500,black,01/2016,2016,12800,51,69,Manual,Petrol,"4,9 l/100 km",116 g/km,6280.0,1.2 8V Lounge Camouflage Edition ERST/8TKM
5678,audi,Audi A4,black,06/2011,2011,9950,105,143,Automatic,Diesel,"5,9 l/100 km",155 g/km,178000.0,Avant 2.0 TDI DPF multitronic Attraction
87483,jeep,Jeep Renegade,black,02/2023,2023,31880,96,131,Automatic,Hybrid,"5,8 l/100 km",131 g/km,10.0,E-HYBRID - WINTERPAKET - SOLID BLACK
7469,audi,Audi A3,grey,04/2013,2013,11950,77,105,Manual,Diesel,"4,2 l/100 km",112 g/km,89500.0,"1.6 TDI  77kW Sportback Klimaaut.,Sitzhzg,Alu"
63735,ford,Ford Kuga,grey,07/2016,2016,11999,110,150,Manual,Diesel,"5,2 l/100 km",135 g/km,178000.0,Titanium (CBS)
98065,mazda,Mazda CX-7,silver,03/2011,2011,6299,127,173,Manual,Diesel,"7,5 l/100 km",- (g/km),123000.0,CX-7 2.2 MZR-CD Center-Line
9403,audi,Audi A8,silver,04/2014,2014,29980,283,385,Automatic,Diesel,"7,5 l/100 km",196 g/km,163672.0,4.2 TDI  quattro*ACC*NAVI*LEDER GRAU*EURO6*
12209,audi,Audi A3,black,06/2016,2016,16800,92,125,Automatic,Petrol,"4,8 l/100 km",111 g/km,93000.0,1.4 TFSI Limousine S tronic Attraction
84302,isuzu,Isuzu D-Max,white,05/2009,2009,10999,100,136,Manual,Diesel,,- (g/km),190542.0,PICKUP/KLIMA/EURO 4
48677,dacia,Dacia Logan,blue,08/2018,2018,14990,66,90,Manual,Petrol,"5,5 l/100 km",115 g/km,34180.0,TCe 90 MCV Stepway Navi PDC Kamera Tempomat
65004,ford,Ford Mustang,blue,11/2017,2017,40999,310,421,Manual,Petrol,"13,5 l/100 km",320 g/km,46943.0,GT *DEUTSCH*RECARO*KAMERA*20ZOLL*
24248,bmw,BMW M3,black,04/2002,2002,41890,252,343,Automatic,Petrol,,- (g/km),124185.0,Cabrio SMG SITZHEIZUNG BI-XENON
82462,hyundai,Hyundai KONA,blue,02/2022,2022,36990,150,204,Automatic,Electric,,0 g/km,18000.0,Elektro Prime-Paket 64KWh Dachlackierung
63414,ford,Ford Transit,white,07/2015,2015,24999,74,101,Manual,Diesel,,- (g/km),32000.0,330 L2H2 Lkw VA Trend
